Chr	start	stop	V4	V5	V6	M24C1_LSD1	M24C2_LSD1	M24D1_LSD1	M24D2_LSD1	M24G1_LSD1	M24G2_LSD1	M24Q1_LSD1	M24Q2_LSD1
chr1	31108712	31109559	LSD1_peak_329	0	.	82	60	80	78	93	95	88	62
chr1	31111059	31111643	LSD1_peak_330	0	.	40	61	56	63	33	65	79	78
chr1	31396980	31397692	LSD1_peak_331	0	.	54	52	96	59	57	71	63	76
chr1	31399833	31400295	LSD1_peak_332	0	.	9	18	24	25	23	25	42	37
chr1	31400347	31400675	LSD1_peak_333	0	.	24	28	38	46	20	35	19	15
chr1	31445001	31445028	LSD1_peak_334	0	.	6	3	5	14	1	5	5	2
chr1	31482797	31483920	LSD1_peak_335	0	.	73	114	218	207	164	204	179	184
chr1	31523922	31524810	LSD1_peak_336	0	.	75	101	134	141	109	133	101	135
chr1	31549401	31550083	LSD1_peak_337	0	.	62	39	43	68	49	84	77	68
chr1	31605859	31606311	LSD1_peak_338	0	.	48	18	56	36	53	81	26	37
chr1	31954602	31955006	LSD1_peak_339	0	.	21	40	39	44	41	54	38	19
chr1	31955546	31955943	LSD1_peak_340	0	.	23	18	21	22	28	44	32	26
chr1	31955957	31956234	LSD1_peak_341	0	.	19	40	45	53	44	97	51	40
chr1	31957437	31957772	LSD1_peak_342	0	.	18	26	34	23	36	40	36	27
chr1	32066112	32067021	LSD1_peak_343	0	.	92	62	127	89	82	136	114	82
chr1	32133087	32133336	LSD1_peak_344	0	.	15	11	14	13	14	15	28	29
chr1	32133410	32133785	LSD1_peak_345	0	.	20	43	74	53	45	35	35	40
chr1	32292100	32292838	LSD1_peak_346	0	.	47	48	45	33	41	37	59	53
chr1	32349160	32349539	LSD1_peak_347	0	.	23	17	62	19	50	50	28	32
chr1	32500273	32500910	LSD1_peak_348	0	.	51	32	30	52	34	38	53	65
chr1	32711044	32711472	LSD1_peak_349	0	.	38	46	48	31	52	57	35	39
chr1	32980855	32981757	LSD1_peak_350	0	.	71	71	113	110	47	111	98	95
chr1	32992274	32992305	LSD1_peak_351	0	.	5	7	5	3	6	5	4	11
chr1	32992705	32993626	LSD1_peak_352	0	.	102	74	120	104	98	119	97	134
chr1	33031362	33032790	LSD1_peak_353	0	.	102	143	175	209	121	159	145	143
chr1	33033210	33033354	LSD1_peak_354	0	.	6	14	31	22	22	10	17	21
chr1	33034769	33034930	LSD1_peak_355	0	.	8	7	4	16	7	8	17	14
chr1	33035276	33035857	LSD1_peak_356	0	.	28	29	45	39	25	45	53	45
chr1	33039365	33039706	LSD1_peak_357	0	.	14	22	32	17	13	23	28	21
chr1	33045806	33046544	LSD1_peak_358	0	.	72	49	98	53	66	94	56	50
chr1	33046823	33047170	LSD1_peak_359	0	.	18	24	17	9	10	17	35	15
chr1	33049391	33049702	LSD1_peak_360	0	.	22	39	56	55	42	39	31	61
chr1	33050426	33050764	LSD1_peak_361	0	.	10	24	25	37	27	41	27	44
chr1	33055256	33055656	LSD1_peak_362	0	.	9	19	28	34	41	41	34	19
chr1	33058362	33058888	LSD1_peak_363	0	.	26	37	27	29	23	18	45	34
chr1	33099320	33099752	LSD1_peak_364	0	.	38	42	56	64	50	57	66	92
chr1	33433655	33434077	LSD1_peak_365	0	.	49	57	93	83	96	92	84	54
chr1	33461086	33461790	LSD1_peak_366	0	.	72	75	77	56	81	122	85	65
chr1	35345451	35345755	LSD1_peak_367	0	.	24	24	27	43	33	36	16	23
chr1	35386930	35387374	LSD1_peak_368	0	.	40	37	84	89	60	54	99	47
chr1	35411138	35411350	LSD1_peak_369	0	.	16	2	9	6	9	9	16	15
chr1	35539651	35539984	LSD1_peak_370	0	.	25	22	19	29	20	31	29	37
chr1	35797487	35798030	LSD1_peak_371	0	.	38	44	61	40	45	47	75	63
chr1	35798460	35798784	LSD1_peak_372	0	.	18	23	18	19	23	23	35	26
chr1	35799950	35800501	LSD1_peak_373	0	.	34	53	47	70	57	50	31	64
chr1	35808798	35809102	LSD1_peak_374	0	.	16	25	12	30	14	40	24	30
chr1	35809982	35811653	LSD1_peak_375	0	.	128	144	124	153	121	138	121	127
chr1	35863610	35863884	LSD1_peak_376	0	.	2	8	17	7	5	16	22	15
chr1	35864164	35864332	LSD1_peak_377	0	.	8	12	14	10	9	12	21	14
chr1	35930836	35931072	LSD1_peak_378	0	.	8	12	12	16	18	27	27	6
chr1	36119919	36120679	LSD1_peak_379	0	.	45	64	59	39	48	60	59	43
chr1	36122839	36123448	LSD1_peak_380	0	.	24	51	39	39	63	57	35	41
chr1	36149299	36149563	LSD1_peak_381	0	.	17	29	20	29	16	30	31	35
chr1	36149857	36149998	LSD1_peak_382	0	.	17	15	29	25	17	18	24	36
chr1	36150038	36150207	LSD1_peak_383	0	.	12	10	28	18	28	32	28	19
chr1	36150226	36150858	LSD1_peak_384	0	.	52	44	78	54	42	63	70	72
chr1	36155851	36156158	LSD1_peak_385	0	.	31	45	25	27	31	36	48	32
chr1	36160637	36161114	LSD1_peak_386	0	.	45	40	57	47	34	36	76	35
chr1	36248262	36248512	LSD1_peak_387	0	.	12	21	23	42	37	39	32	37
chr1	36373903	36374630	LSD1_peak_388	0	.	69	76	70	83	88	79	63	103
chr1	36386177	36387195	LSD1_peak_389	0	.	86	80	119	109	102	118	136	152
chr1	36457622	36458328	LSD1_peak_390	0	.	39	48	55	44	50	60	81	49
chr1	36482627	36483313	LSD1_peak_391	0	.	45	61	81	97	46	62	75	81
chr1	36486085	36487141	LSD1_peak_392	0	.	155	123	182	158	168	211	206	171
chr1	36511490	36511771	LSD1_peak_393	0	.	15	20	15	12	11	12	21	34
chr1	37478480	37478828	LSD1_peak_394	0	.	29	28	44	26	35	46	32	42
chr1	37479489	37479910	LSD1_peak_395	0	.	48	43	42	56	44	50	45	41
chr1	37676115	37677294	LSD1_peak_396	0	.	86	93	111	84	87	71	84	81
chr1	37851866	37852181	LSD1_peak_397	0	.	29	51	32	28	26	16	37	40
chr1	37922795	37922932	LSD1_peak_398	0	.	4	6	19	0	9	11	16	17
chr1	37931313	37931340	LSD1_peak_399	0	.	1	1	1	0	3	4	9	6
chr1	37947184	37947727	LSD1_peak_400	0	.	51	33	42	34	31	26	28	19
chr1	38991906	38991969	LSD1_peak_401	0	.	4	3	7	9	10	3	5	8
chr1	39102735	39103506	LSD1_peak_402	0	.	68	59	70	84	87	81	75	97
chr1	39204722	39205350	LSD1_peak_403	0	.	37	57	49	37	30	51	61	62
chr1	39216552	39216856	LSD1_peak_404	0	.	14	10	12	16	14	19	21	29
chr1	39798839	39799170	LSD1_peak_405	0	.	9	14	28	19	24	25	24	21
chr1	39799510	39799627	LSD1_peak_406	0	.	2	1	3	6	2	4	2	3
chr1	39800330	39800822	LSD1_peak_407	0	.	30	25	70	78	57	93	45	56
chr1	39803909	39804176	LSD1_peak_408	0	.	20	19	43	41	10	44	22	22
chr1	39875145	39876707	LSD1_peak_409	0	.	88	75	123	96	116	152	144	127
chr1	39890190	39890868	LSD1_peak_410	0	.	58	52	94	125	88	111	80	89
chr1	39892726	39893082	LSD1_peak_411	0	.	18	36	48	56	37	66	20	39
chr1	39893169	39893369	LSD1_peak_412	0	.	11	10	11	14	21	19	13	14
chr1	39933942	39935238	LSD1_peak_413	0	.	91	125	219	141	188	221	159	179
chr1	39936825	39937205	LSD1_peak_414	0	.	19	14	49	33	30	50	29	44
chr1	39940519	39940805	LSD1_peak_415	0	.	18	16	23	18	14	17	23	30
chr1	39954522	39954971	LSD1_peak_416	0	.	25	32	37	37	45	59	50	43
chr1	40001620	40001692	LSD1_peak_417	0	.	0	6	6	4	5	5	10	9
chr1	40040165	40040264	LSD1_peak_418	0	.	4	4	13	4	10	9	7	4
chr1	40040960	40041270	LSD1_peak_419	0	.	24	34	53	25	28	24	33	17
chr1	40053640	40054198	LSD1_peak_420	0	.	19	16	32	15	15	24	35	45
chr1	40059283	40060128	LSD1_peak_421	0	.	53	45	103	124	118	135	92	90
chr1	40065031	40065406	LSD1_peak_422	0	.	28	45	45	52	40	56	53	74
chr1	40097119	40097465	LSD1_peak_423	0	.	17	22	47	37	24	36	56	25
chr1	40130480	40130925	LSD1_peak_424	0	.	42	39	24	34	30	18	50	26
chr1	40316126	40316275	LSD1_peak_425	0	.	3	9	7	16	19	25	4	11
chr1	40339409	40339662	LSD1_peak_426	0	.	14	21	11	19	17	18	11	6
chr1	40339823	40340432	LSD1_peak_427	0	.	51	37	96	49	55	70	58	28
chr1	40344632	40345026	LSD1_peak_428	0	.	24	21	35	29	25	35	47	48
chr1	40381379	40381638	LSD1_peak_429	0	.	9	22	28	15	22	34	18	20
chr1	40396351	40397562	LSD1_peak_430	0	.	48	81	68	58	43	75	98	90
chr1	40450042	40450457	LSD1_peak_431	0	.	26	22	90	50	48	52	68	62
chr1	40477213	40477295	LSD1_peak_432	0	.	4	10	17	10	5	5	9	21
chr1	40600071	40600362	LSD1_peak_433	0	.	19	21	36	15	21	46	19	45
chr1	40712842	40713243	LSD1_peak_434	0	.	23	30	15	31	43	40	40	23
chr1	40860744	40861229	LSD1_peak_435	0	.	54	35	66	96	50	72	55	47
chr1	40890589	40891336	LSD1_peak_436	0	.	46	31	77	78	60	96	76	60
chr1	40979099	40979368	LSD1_peak_437	0	.	25	20	24	7	31	42	14	16
chr1	41109681	41110002	LSD1_peak_438	0	.	8	14	30	16	15	34	24	21
chr1	41656857	41657008	LSD1_peak_439	0	.	17	20	8	7	8	7	10	12
chr1	41683891	41684468	LSD1_peak_440	0	.	41	30	55	73	75	53	61	58
chr1	41727124	41728199	LSD1_peak_441	0	.	116	151	162	172	84	146	197	169
chr1	41728312	41728330	LSD1_peak_442	0	.	0	8	6	5	3	4	2	8
chr1	41729269	41729528	LSD1_peak_443	0	.	9	9	11	20	9	11	20	22
chr1	41738957	41739163	LSD1_peak_444	0	.	28	17	31	41	35	31	44	32
chr1	41739439	41740332	LSD1_peak_445	0	.	54	74	79	83	49	69	97	85
chr1	41740668	41741312	LSD1_peak_446	0	.	56	43	62	60	41	85	52	63
chr1	41751154	41752692	LSD1_peak_447	0	.	100	123	152	116	167	158	201	163
chr1	41768393	41769056	LSD1_peak_448	0	.	65	53	64	71	79	87	74	77
chr1	41802442	41803545	LSD1_peak_449	0	.	84	109	125	108	93	122	145	96
chr1	42214492	42214826	LSD1_peak_450	0	.	16	15	48	31	25	19	36	36
chr1	42331366	42331494	LSD1_peak_451	0	.	7	3	3	4	12	10	16	11
chr1	42551465	42551837	LSD1_peak_452	0	.	21	30	23	24	18	22	27	34
chr1	42737206	42737699	LSD1_peak_453	0	.	10	22	56	38	55	73	47	22
chr1	42816673	42816934	LSD1_peak_454	0	.	10	23	11	5	16	20	23	15
chr1	42931369	42932640	LSD1_peak_455	0	.	131	108	187	165	129	154	148	152
chr1	42936914	42937619	LSD1_peak_456	0	.	61	58	90	84	71	83	74	93
chr1	42938701	42938781	LSD1_peak_457	0	.	7	6	1	6	6	6	13	13
chr1	42940694	42941381	LSD1_peak_458	0	.	49	55	56	74	41	73	51	72
chr1	42944357	42944438	LSD1_peak_459	0	.	4	11	13	17	15	13	13	8
chr1	42958978	42959345	LSD1_peak_460	0	.	32	28	31	24	31	23	43	65
chr1	43368177	43368869	LSD1_peak_461	0	.	37	34	69	83	55	49	93	62
chr1	43648362	43649080	LSD1_peak_462	0	.	39	82	46	52	49	63	53	47
chr1	43765026	43765349	LSD1_peak_463	0	.	8	17	15	16	7	26	26	17
chr1	43772752	43773010	LSD1_peak_464	0	.	10	17	11	5	15	15	11	13
chr1	43773363	43773688	LSD1_peak_465	0	.	26	33	9	11	14	16	18	22
chr1	43774379	43774669	LSD1_peak_466	0	.	12	30	31	41	16	43	32	21
chr1	43776102	43776211	LSD1_peak_467	0	.	10	4	1	8	6	8	4	7
chr1	43776846	43777171	LSD1_peak_468	0	.	10	36	21	21	12	17	42	28
chr1	43780977	43781176	LSD1_peak_469	0	.	11	11	18	14	27	25	22	7
chr1	43783218	43783225	LSD1_peak_470	0	.	0	1	0	0	2	0	2	0
chr1	43783241	43783864	LSD1_peak_471	0	.	47	51	53	36	23	70	62	68
chr1	43796823	43797207	LSD1_peak_472	0	.	15	17	23	23	22	15	25	29
chr1	43797930	43798512	LSD1_peak_473	0	.	41	35	47	46	27	56	68	55
chr1	43831647	43831781	LSD1_peak_474	0	.	7	6	10	5	15	6	11	11
chr1	43832953	43836923	LSD1_peak_475	0	.	311	364	412	471	414	483	415	462
chr1	43842044	43842359	LSD1_peak_476	0	.	19	28	20	22	31	20	31	46
chr1	43853085	43854174	LSD1_peak_477	0	.	83	89	122	103	98	97	119	124
chr1	43929454	43929726	LSD1_peak_478	0	.	16	29	33	35	33	62	25	24
chr1	44068747	44068912	LSD1_peak_479	0	.	15	4	31	20	22	28	16	17
chr1	44069013	44069045	LSD1_peak_480	0	.	2	2	1	4	6	1	4	3
chr1	44072454	44073124	LSD1_peak_481	0	.	26	48	44	48	44	35	53	61
chr1	44485428	44486158	LSD1_peak_482	0	.	41	56	93	90	56	117	102	103
chr1	44672165	44672902	LSD1_peak_483	0	.	48	46	103	106	68	109	65	91
chr1	44676604	44677147	LSD1_peak_484	0	.	26	51	86	72	90	69	63	68
chr1	44684554	44684845	LSD1_peak_485	0	.	10	25	19	13	27	34	15	8
chr1	44698122	44698690	LSD1_peak_486	0	.	38	44	88	61	56	87	55	76
chr1	44723227	44723962	LSD1_peak_487	0	.	55	96	94	87	47	107	70	78
chr1	44730167	44730491	LSD1_peak_488	0	.	11	9	31	12	29	19	37	54
chr1	44807071	44807679	LSD1_peak_489	0	.	25	44	46	38	48	47	62	51
chr1	44807980	44808374	LSD1_peak_490	0	.	21	23	16	36	19	27	29	23
chr1	45393779	45394489	LSD1_peak_491	0	.	57	48	90	70	89	116	109	86
chr1	45526858	45527047	LSD1_peak_492	0	.	25	21	8	8	12	8	9	15
chr1	45527349	45527520	LSD1_peak_493	0	.	9	16	6	3	6	1	5	5
chr1	45543368	45544307	LSD1_peak_494	0	.	64	81	123	130	90	140	121	110
chr1	45785162	45785750	LSD1_peak_495	0	.	52	67	46	51	54	66	71	70
chr1	45787709	45788263	LSD1_peak_496	0	.	48	47	94	59	88	80	48	67
chr1	46340845	46341114	LSD1_peak_497	0	.	4	16	21	3	14	8	27	27
chr1	46373821	46374579	LSD1_peak_498	0	.	102	107	141	101	125	149	123	91
chr1	46522300	46522612	LSD1_peak_499	0	.	16	15	57	39	26	46	24	5
chr1	46580269	46580556	LSD1_peak_500	0	.	19	20	16	10	22	26	34	29
chr1	46580900	46582306	LSD1_peak_501	0	.	70	104	186	151	157	145	201	165
chr1	46586844	46587261	LSD1_peak_502	0	.	34	15	36	24	30	22	31	27
chr1	46595300	46595891	LSD1_peak_503	0	.	38	57	77	56	44	70	59	58
chr1	46718897	46719227	LSD1_peak_504	0	.	19	20	25	37	30	23	39	42
chr1	47437064	47437442	LSD1_peak_505	0	.	21	13	12	14	17	23	28	35
chr1	47437699	47437854	LSD1_peak_506	0	.	14	11	12	19	6	22	17	25
chr1	48617130	48617887	LSD1_peak_507	0	.	31	57	80	90	84	91	84	87
chr1	48790078	48790750	LSD1_peak_508	0	.	47	54	60	73	42	44	64	84
chr1	48793781	48794081	LSD1_peak_509	0	.	44	16	42	18	31	30	36	48
chr1	50108958	50109444	LSD1_peak_510	0	.	12	29	19	22	27	26	30	39
chr1	50109901	50110546	LSD1_peak_511	0	.	94	42	105	84	84	126	107	69
chr1	50517665	50517845	LSD1_peak_512	0	.	13	7	25	12	20	16	26	23
chr1	50523238	50523553	LSD1_peak_513	0	.	15	26	6	11	12	15	23	32
chr1	50966754	50967153	LSD1_peak_514	0	.	24	29	37	36	19	55	45	53
chr1	50973300	50974333	LSD1_peak_515	0	.	91	82	78	93	95	79	135	118
chr1	51268156	51268631	LSD1_peak_516	0	.	40	28	60	67	53	76	42	62
chr1	51519509	51519856	LSD1_peak_517	0	.	41	45	40	20	32	26	39	30
chr1	52054971	52056137	LSD1_peak_518	0	.	93	71	158	146	127	147	143	122
chr1	52056368	52056991	LSD1_peak_519	0	.	53	57	50	92	51	75	88	84
chr1	52141849	52142110	LSD1_peak_520	0	.	14	17	38	21	17	13	35	19
chr1	52239980	52240281	LSD1_peak_521	0	.	21	24	34	26	24	28	29	38
chr1	52529819	52530116	LSD1_peak_522	0	.	20	11	38	32	30	24	26	30
chr1	52532444	52532785	LSD1_peak_523	0	.	5	27	35	20	14	40	33	25
chr1	52533064	52533842	LSD1_peak_524	0	.	41	49	66	93	79	72	96	71
chr1	52636725	52638106	LSD1_peak_525	0	.	84	161	229	183	192	250	171	205
chr1	52707576	52707579	LSD1_peak_526	0	.	2	4	5	0	7	0	8	8
chr1	52707847	52708013	LSD1_peak_527	0	.	12	8	3	12	10	4	5	7
chr1	52842990	52843187	LSD1_peak_528	0	.	7	6	11	6	7	18	8	14
chr1	53327244	53327607	LSD1_peak_529	0	.	28	25	26	12	36	32	49	25
chr1	53889474	53889789	LSD1_peak_530	0	.	25	16	20	12	20	17	31	25
chr1	54407911	54408083	LSD1_peak_531	0	.	13	18	14	6	14	11	18	7
chr1	54464207	54464522	LSD1_peak_532	0	.	8	9	14	8	14	10	28	26
chr1	54542785	54543458	LSD1_peak_533	0	.	45	51	73	79	55	86	73	58
chr1	54887542	54887857	LSD1_peak_534	0	.	19	19	14	26	28	28	28	33
chr1	54965778	54966156	LSD1_peak_535	0	.	29	48	34	34	37	31	52	25
chr1	55194766	55195414	LSD1_peak_536	0	.	28	28	40	51	62	58	66	52
chr1	55213534	55213736	LSD1_peak_537	0	.	15	11	11	16	12	25	23	17
chr1	55244587	55245179	LSD1_peak_538	0	.	39	45	64	60	57	97	86	82
chr1	56974217	56974814	LSD1_peak_539	0	.	31	39	59	36	59	56	46	58
chr1	58583682	58584803	LSD1_peak_540	0	.	65	106	97	105	109	139	120	108
chr1	58783247	58783641	LSD1_peak_541	0	.	24	24	44	27	17	27	36	31
chr1	58784388	58785042	LSD1_peak_542	0	.	19	35	40	18	26	50	42	48
chr1	58812482	58812707	LSD1_peak_543	0	.	10	10	6	11	10	11	9	30
chr1	58815643	58816431	LSD1_peak_544	0	.	64	91	82	91	110	99	112	76
chr1	58883440	58883548	LSD1_peak_545	0	.	5	12	23	8	19	22	13	18
chr1	58903984	58904124	LSD1_peak_546	0	.	10	16	18	6	17	13	23	10
chr1	59502164	59502552	LSD1_peak_547	0	.	15	20	6	22	12	8	31	37
chr1	59506865	59506957	LSD1_peak_548	0	.	8	8	4	13	11	6	16	9
chr1	59674280	59675106	LSD1_peak_549	0	.	56	68	91	44	83	73	56	48
chr1	59696503	59697331	LSD1_peak_550	0	.	82	118	102	102	96	133	164	126
chr1	60133115	60133727	LSD1_peak_551	0	.	55	31	47	50	45	85	19	39
chr1	61604500	61604753	LSD1_peak_552	0	.	14	14	21	23	14	20	29	28
chr1	61605561	61605937	LSD1_peak_553	0	.	34	52	23	43	47	28	40	26
chr1	61612692	61613106	LSD1_peak_554	0	.	40	13	59	52	33	58	24	19
chr1	62800315	62801026	LSD1_peak_555	0	.	54	33	45	48	54	69	58	60
chr1	62810333	62810557	LSD1_peak_556	0	.	4	11	23	14	17	28	15	16
chr1	62810693	62810861	LSD1_peak_557	0	.	2	8	15	12	14	13	15	19
chr1	62810877	62810964	LSD1_peak_558	0	.	3	12	5	3	6	8	7	7
chr1	63461731	63461813	LSD1_peak_559	0	.	8	2	1	1	4	11	6	3
chr1	63523333	63523593	LSD1_peak_560	0	.	12	17	39	47	13	40	19	23
chr1	64320287	64320907	LSD1_peak_561	0	.	32	36	62	45	47	54	102	69
chr1	64512088	64512313	LSD1_peak_562	0	.	12	12	12	33	13	16	18	10
chr1	64933191	64933698	LSD1_peak_563	0	.	46	34	63	47	38	35	50	63
chr1	65002698	65003279	LSD1_peak_564	0	.	42	23	47	57	35	37	59	60
chr1	65055743	65056339	LSD1_peak_565	0	.	47	43	75	66	68	74	56	86
chr1	65067995	65068422	LSD1_peak_566	0	.	20	52	30	26	18	19	39	21
chr1	65163128	65163672	LSD1_peak_567	0	.	33	34	46	50	38	61	61	30
chr1	65165346	65166029	LSD1_peak_568	0	.	50	79	84	92	72	76	79	85
chr1	65169561	65169870	LSD1_peak_569	0	.	10	6	16	12	17	17	21	44
chr1	65170751	65171183	LSD1_peak_570	0	.	37	24	38	19	26	27	39	33
chr1	65174618	65174928	LSD1_peak_571	0	.	15	19	58	45	27	36	50	46
chr1	65421585	65422046	LSD1_peak_572	0	.	36	47	23	31	23	48	43	24
chr1	66013297	66013614	LSD1_peak_573	0	.	15	23	37	69	26	40	44	40
chr1	66330412	66330693	LSD1_peak_574	0	.	16	9	9	9	9	15	32	27
chr1	66373506	66373648	LSD1_peak_575	0	.	10	15	19	16	18	9	23	18
chr1	66380274	66380777	LSD1_peak_576	0	.	40	40	85	40	56	67	56	41
chr1	66393698	66394355	LSD1_peak_577	0	.	51	51	83	77	93	104	98	90
chr1	66394968	66395823	LSD1_peak_578	0	.	40	38	100	90	124	131	97	65
chr1	66396129	66396433	LSD1_peak_579	0	.	25	37	40	42	28	29	50	21
chr1	66396811	66397271	LSD1_peak_580	0	.	35	49	42	40	27	31	45	54
chr1	66416036	66417094	LSD1_peak_581	0	.	105	150	146	130	156	135	138	128
chr1	66439334	66439979	LSD1_peak_582	0	.	22	40	63	71	40	72	73	57
chr1	66732241	66732921	LSD1_peak_583	0	.	41	86	71	85	65	88	90	57
chr1	66733153	66733286	LSD1_peak_584	0	.	7	7	8	15	12	16	20	14
chr1	66740753	66740869	LSD1_peak_585	0	.	2	3	3	3	12	4	4	13
chr1	66752381	66753032	LSD1_peak_586	0	.	67	67	81	57	94	71	122	106
chr1	66761289	66761671	LSD1_peak_587	0	.	29	34	35	38	34	31	43	37
chr1	66929988	66930029	LSD1_peak_588	0	.	5	6	7	5	1	6	6	8
chr1	66930312	66930616	LSD1_peak_589	0	.	39	28	59	39	35	26	36	36
chr1	67054270	67054474	LSD1_peak_590	0	.	2	15	14	24	5	14	12	18
chr1	67432077	67432384	LSD1_peak_591	0	.	20	17	17	29	16	15	28	28
chr1	67433236	67433945	LSD1_peak_592	0	.	37	48	34	58	38	66	74	90
chr1	67434181	67434501	LSD1_peak_593	0	.	13	24	13	27	33	14	29	21
chr1	67685377	67686153	LSD1_peak_594	0	.	69	67	57	56	45	73	60	90
chr1	67686710	67686875	LSD1_peak_595	0	.	11	21	34	34	25	23	27	19
chr1	70083931	70084143	LSD1_peak_596	0	.	10	15	17	20	25	17	18	15
chr1	70355780	70356094	LSD1_peak_597	0	.	17	20	26	21	34	29	19	34
chr1	70873962	70874307	LSD1_peak_598	0	.	25	12	13	22	20	16	36	32
chr1	72282933	72283145	LSD1_peak_599	0	.	22	26	27	17	16	40	27	26
chr1	72366389	72366869	LSD1_peak_600	0	.	39	24	91	87	40	65	68	64
chr1	73356764	73357139	LSD1_peak_601	0	.	21	24	29	30	20	24	33	30
chr1	73357182	73357370	LSD1_peak_602	0	.	17	15	44	33	35	41	47	14
chr1	73357441	73357746	LSD1_peak_603	0	.	16	27	33	27	17	17	45	33
chr1	74198613	74198711	LSD1_peak_604	0	.	10	7	2	7	11	3	10	6
chr1	75784338	75785327	LSD1_peak_605	0	.	70	117	133	75	106	111	101	120
chr1	75786380	75786633	LSD1_peak_606	0	.	16	8	21	15	8	10	16	24
chr1	75787079	75787382	LSD1_peak_607	0	.	9	12	3	20	19	26	25	28
chr1	77048204	77048713	LSD1_peak_608	0	.	47	45	40	50	64	68	74	58
chr1	77280401	77280439	LSD1_peak_609	0	.	0	4	1	3	9	2	7	6
chr1	77312340	77312774	LSD1_peak_610	0	.	35	33	28	36	41	41	46	43
chr1	77313425	77313729	LSD1_peak_611	0	.	13	13	19	16	21	11	35	25
chr1	77413298	77414299	LSD1_peak_612	0	.	73	96	120	122	120	154	123	122
chr1	77415500	77416314	LSD1_peak_613	0	.	54	79	114	83	105	100	93	74
chr1	77476449	77476901	LSD1_peak_614	0	.	57	30	49	52	44	54	71	42
chr1	77682414	77682522	LSD1_peak_615	0	.	21	8	6	5	6	12	12	18
chr1	77759292	77759480	LSD1_peak_616	0	.	18	4	11	16	13	8	25	24
chr1	78561716	78562320	LSD1_peak_617	0	.	42	49	51	70	47	82	77	62
chr1	78911929	78912413	LSD1_peak_618	0	.	39	43	68	67	34	55	66	54
chr1	82466717	82467026	LSD1_peak_619	0	.	14	10	14	19	15	22	25	32
chr1	84302062	84302152	LSD1_peak_620	0	.	8	8	3	10	6	5	10	9
chr1	84302469	84302829	LSD1_peak_621	0	.	17	21	26	27	31	21	31	34
chr1	84435896	84436186	LSD1_peak_622	0	.	8	23	10	12	14	25	9	19
chr1	84505647	84505962	LSD1_peak_623	0	.	19	27	25	31	33	42	46	45
chr1	84573819	84574297	LSD1_peak_624	0	.	30	45	56	33	44	42	47	49
chr1	84620758	84621031	LSD1_peak_625	0	.	15	19	35	29	32	37	47	34
chr1	84690388	84690487	LSD1_peak_626	0	.	6	7	4	7	12	7	10	5
chr1	84690774	84691311	LSD1_peak_627	0	.	31	26	20	47	39	41	39	56
chr1	84779743	84780350	LSD1_peak_628	0	.	47	46	95	56	54	76	63	50
chr1	84854335	84854377	LSD1_peak_629	0	.	12	10	8	8	8	7	10	11
chr1	84854443	84854939	LSD1_peak_630	0	.	29	60	125	83	54	66	74	73
chr1	85058626	85058930	LSD1_peak_631	0	.	25	16	14	20	16	34	28	26
chr1	85278803	85279502	LSD1_peak_632	0	.	20	35	36	64	47	64	53	57
chr1	85334893	85335383	LSD1_peak_633	0	.	39	46	42	45	47	57	42	31
chr1	86365842	86366325	LSD1_peak_634	0	.	32	36	55	53	48	34	48	45
chr1	86366358	86366558	LSD1_peak_635	0	.	11	11	16	9	10	11	16	10
chr1	86616842	86617140	LSD1_peak_636	0	.	36	37	72	43	39	61	41	46
chr1	86774150	86774897	LSD1_peak_637	0	.	50	71	113	104	66	93	131	73
chr1	86778295	86778701	LSD1_peak_638	0	.	38	35	34	34	36	66	38	54
chr1	86788086	86788157	LSD1_peak_639	0	.	2	6	6	4	1	2	8	9
chr1	87149481	87150200	LSD1_peak_640	0	.	34	37	46	63	57	63	64	71
chr1	87151441	87152333	LSD1_peak_641	0	.	99	63	192	100	141	148	119	136
chr1	87176229	87177060	LSD1_peak_642	0	.	64	75	104	114	71	86	118	103
chr1	87177195	87177499	LSD1_peak_643	0	.	22	21	13	16	34	23	23	24
chr1	87179586	87181309	LSD1_peak_644	0	.	178	178	309	293	213	294	273	246
chr1	87194020	87194258	LSD1_peak_645	0	.	17	15	30	24	11	26	21	12
chr1	87202860	87203331	LSD1_peak_646	0	.	47	51	64	68	46	83	44	30
chr1	87208286	87209502	LSD1_peak_647	0	.	72	90	82	109	100	94	110	153
chr1	87226266	87226564	LSD1_peak_648	0	.	18	28	29	34	31	67	25	28
chr1	87279280	87279567	LSD1_peak_649	0	.	24	30	55	30	19	27	19	27
chr1	87301343	87301825	LSD1_peak_650	0	.	25	30	80	56	66	76	78	68
chr1	87304944	87305322	LSD1_peak_651	0	.	27	20	59	56	54	34	37	26
chr1	87329081	87329652	LSD1_peak_652	0	.	40	23	44	62	46	23	64	69
chr1	87330326	87330745	LSD1_peak_653	0	.	35	34	27	29	31	57	35	74
chr1	88684634	88684894	LSD1_peak_654	0	.	16	14	11	8	19	15	14	31
chr1	88701565	88701958	LSD1_peak_655	0	.	24	24	33	29	16	10	31	41
chr1	88874172	88874432	LSD1_peak_656	0	.	18	21	9	40	24	25	22	18
chr1	89312207	89312510	LSD1_peak_657	0	.	10	18	12	20	23	21	12	21
chr1	89429201	89429331	LSD1_peak_658	0	.	25	12	36	35	19	19	14	7
