Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr2	217222452	217222887	RUNX_peak_1314	0	.	74	113	54	83	124	85	84	88
chr2	218368173	218368516	RUNX_peak_1315	0	.	34	25	28	28	45	25	26	36
chr2	218396307	218396552	RUNX_peak_1316	0	.	39	32	36	43	59	32	32	53
chr2	218745145	218745395	RUNX_peak_1317	0	.	35	68	24	35	58	31	47	41
chr2	218908889	218909172	RUNX_peak_1318	0	.	25	53	30	33	32	34	28	32
chr2	219109521	219109880	RUNX_peak_1319	0	.	15	40	35	54	67	37	36	57
chr2	223465776	223466253	RUNX_peak_1320	0	.	63	86	50	66	85	98	101	67
chr2	224585062	224585671	RUNX_peak_1321	0	.	121	120	89	71	119	122	94	94
chr2	225026196	225026399	RUNX_peak_1322	0	.	38	44	21	28	39	42	22	43
chr2	226136658	226137259	RUNX_peak_1323	0	.	91	65	108	107	113	122	84	103
chr2	227818703	227819007	RUNX_peak_1324	0	.	45	60	25	51	97	62	22	50
chr2	230668070	230668937	RUNX_peak_1325	0	.	76	74	82	88	152	74	68	77
chr2	230758843	230759114	RUNX_peak_1326	0	.	60	51	40	39	90	101	45	52
chr2	230794056	230794283	RUNX_peak_1327	0	.	35	52	22	41	74	68	24	38
chr2	231181930	231182184	RUNX_peak_1328	0	.	38	44	28	51	58	41	45	46
chr2	231321673	231322319	RUNX_peak_1329	0	.	75	87	92	105	160	137	95	81
chr2	231545327	231546057	RUNX_peak_1330	0	.	108	185	116	150	266	183	150	190
chr2	231613696	231614253	RUNX_peak_1331	0	.	143	161	70	116	209	136	119	155
chr2	231666541	231666883	RUNX_peak_1332	0	.	49	38	13	41	57	38	42	64
chr2	233060052	233060457	RUNX_peak_1333	0	.	52	48	28	25	74	33	53	51
chr2	233165807	233166301	RUNX_peak_1334	0	.	75	107	83	101	95	144	60	59
chr2	233223495	233224008	RUNX_peak_1335	0	.	62	73	52	60	86	59	46	56
chr2	234291754	234292891	RUNX_peak_1336	0	.	124	109	110	125	170	156	124	142
chr2	234425845	234426366	RUNX_peak_1337	0	.	110	146	57	60	159	85	89	92
chr2	234483787	234484152	RUNX_peak_1338	0	.	61	61	50	76	118	73	50	85
chr2	235568414	235568607	RUNX_peak_1339	0	.	15	16	17	22	17	16	18	22
chr2	238948207	238948413	RUNX_peak_1340	0	.	31	37	17	30	40	48	37	29
chr2	241443974	241444255	RUNX_peak_1341	0	.	33	63	22	24	51	41	40	34
chr20	1434850	1435117	RUNX_peak_1342	0	.	38	74	22	42	56	70	40	39
chr20	1491598	1491884	RUNX_peak_1343	0	.	40	30	46	47	48	46	28	35
chr20	1537528	1537759	RUNX_peak_1344	0	.	35	32	42	26	42	31	34	26
chr20	1619113	1619435	RUNX_peak_1345	0	.	36	35	24	29	36	40	34	47
chr20	1619490	1620618	RUNX_peak_1346	0	.	150	209	211	218	298	237	206	226
chr20	1702549	1702760	RUNX_peak_1347	0	.	21	20	10	23	40	32	20	40
chr20	3430481	3430945	RUNX_peak_1348	0	.	94	156	89	69	155	99	120	102
chr20	3786705	3786934	RUNX_peak_1349	0	.	34	80	37	24	46	51	36	42
chr20	4038047	4038394	RUNX_peak_1350	0	.	52	95	65	56	86	104	49	68
chr20	4082239	4083023	RUNX_peak_1351	0	.	157	187	163	179	263	218	191	149
chr20	4766732	4767152	RUNX_peak_1352	0	.	69	67	59	50	87	85	62	65
chr20	4811875	4812413	RUNX_peak_1353	0	.	96	107	91	86	126	113	83	130
chr20	4813222	4813547	RUNX_peak_1354	0	.	54	64	41	46	71	51	55	61
chr20	4961715	4962278	RUNX_peak_1355	0	.	118	109	89	125	181	116	107	130
chr20	5080556	5080813	RUNX_peak_1356	0	.	52	70	44	46	66	64	73	66
chr20	6489502	6490071	RUNX_peak_1357	0	.	124	159	111	191	282	226	153	186
chr20	8400173	8400398	RUNX_peak_1358	0	.	31	32	7	24	34	37	35	19
chr20	9442187	9442396	RUNX_peak_1359	0	.	57	59	44	54	75	61	58	81
chr20	9515402	9515504	RUNX_peak_1360	0	.	19	10	7	12	28	9	19	11
chr20	9515731	9516140	RUNX_peak_1361	0	.	72	42	56	43	85	65	69	73
chr20	9989276	9989485	RUNX_peak_1362	0	.	24	26	15	33	45	23	35	32
chr20	10861158	10861448	RUNX_peak_1363	0	.	30	28	39	38	56	72	34	40
chr20	11379317	11379915	RUNX_peak_1364	0	.	121	106	130	121	204	136	107	134
chr20	11457566	11457896	RUNX_peak_1365	0	.	39	16	40	46	40	51	38	45
chr20	12172108	12172561	RUNX_peak_1366	0	.	64	119	48	80	103	102	85	98
chr20	13749803	13750385	RUNX_peak_1367	0	.	59	104	75	94	144	121	67	83
chr20	16732502	16732952	RUNX_peak_1368	0	.	29	29	53	44	57	61	37	33
chr20	17968584	17969017	RUNX_peak_1369	0	.	110	151	87	107	144	102	108	124
chr20	17969076	17969237	RUNX_peak_1370	0	.	34	21	26	31	32	18	27	27
chr20	20002771	20003391	RUNX_peak_1371	0	.	107	84	100	86	124	153	153	160
chr20	20780246	20780871	RUNX_peak_1372	0	.	92	151	107	160	162	116	119	164
chr20	23125342	23126779	RUNX_peak_1373	0	.	301	328	277	358	492	329	293	332
chr20	23142147	23142765	RUNX_peak_1374	0	.	80	71	63	68	125	80	55	78
chr20	23148112	23148263	RUNX_peak_1375	0	.	39	17	15	21	20	20	25	20
chr20	23156029	23156549	RUNX_peak_1376	0	.	83	125	58	64	119	119	85	126
chr20	23225289	23225811	RUNX_peak_1377	0	.	55	110	72	96	157	120	98	112
chr20	23361623	23361884	RUNX_peak_1378	0	.	71	71	40	46	84	69	81	41
chr20	23637723	23638131	RUNX_peak_1379	0	.	89	119	80	53	122	89	90	124
chr20	23655714	23656234	RUNX_peak_1380	0	.	143	161	80	120	134	102	169	102
chr20	24289995	24290556	RUNX_peak_1381	0	.	114	150	65	77	157	156	78	91
chr20	25624090	25624295	RUNX_peak_1382	0	.	56	55	27	47	50	43	27	43
chr20	31675341	31675789	RUNX_peak_1383	0	.	34	42	43	34	69	56	34	45
chr20	32040298	32040662	RUNX_peak_1384	0	.	64	32	35	51	60	63	43	54
chr20	32067512	32067733	RUNX_peak_1385	0	.	16	6	20	18	20	23	10	6
chr20	32357883	32358167	RUNX_peak_1386	0	.	51	90	45	37	53	56	54	70
chr20	32602957	32603453	RUNX_peak_1387	0	.	69	77	54	63	68	67	55	51
chr20	32672875	32673232	RUNX_peak_1388	0	.	21	16	20	38	24	20	45	35
chr20	32685954	32686469	RUNX_peak_1389	0	.	49	47	40	68	114	86	43	60
chr20	35741752	35742962	RUNX_peak_1390	0	.	313	354	249	283	430	340	314	305
chr20	36950623	36951007	RUNX_peak_1391	0	.	33	23	29	46	35	41	25	46
chr20	38303930	38304432	RUNX_peak_1392	0	.	112	137	112	129	169	144	120	151
chr20	40498233	40498628	RUNX_peak_1393	0	.	41	37	28	47	100	49	59	45
chr20	40506452	40506878	RUNX_peak_1394	0	.	54	97	43	47	110	91	59	69
chr20	43752523	43752817	RUNX_peak_1395	0	.	69	90	37	69	110	111	74	67
chr20	44576674	44577105	RUNX_peak_1396	0	.	63	41	51	44	70	75	59	60
chr20	44646135	44646774	RUNX_peak_1397	0	.	53	86	36	59	67	59	91	64
chr20	46005245	46005611	RUNX_peak_1398	0	.	59	89	46	69	116	89	69	95
chr20	46205898	46206581	RUNX_peak_1399	0	.	60	52	47	62	68	63	57	52
chr20	46544799	46545568	RUNX_peak_1400	0	.	98	86	100	103	171	141	130	95
chr20	46549894	46550679	RUNX_peak_1401	0	.	76	75	76	89	105	86	98	69
chr20	46553024	46553259	RUNX_peak_1402	0	.	30	57	32	56	60	95	33	43
chr20	47727519	47727774	RUNX_peak_1403	0	.	55	51	28	46	72	61	37	44
chr20	47735833	47736047	RUNX_peak_1404	0	.	40	56	39	40	71	53	44	51
chr20	48002478	48002960	RUNX_peak_1405	0	.	31	58	47	57	95	56	37	47
chr20	48006041	48006511	RUNX_peak_1406	0	.	75	112	87	70	110	86	101	91
chr20	48712524	48713104	RUNX_peak_1407	0	.	73	74	76	76	110	108	68	110
chr20	48722032	48722753	RUNX_peak_1408	0	.	68	106	78	102	123	86	89	90
chr20	48788107	48788256	RUNX_peak_1409	0	.	27	39	20	8	26	25	26	29
chr20	48788830	48788935	RUNX_peak_1410	0	.	17	30	10	15	40	19	9	11
chr20	49768066	49769040	RUNX_peak_1411	0	.	115	185	197	198	311	217	159	223
chr20	49790294	49790371	RUNX_peak_1412	0	.	4	5	13	8	11	5	7	10
chr20	50005451	50005934	RUNX_peak_1413	0	.	34	43	39	52	94	79	55	34
chr20	50338708	50339131	RUNX_peak_1414	0	.	71	69	56	72	109	92	54	84
chr20	51461303	51461859	RUNX_peak_1415	0	.	55	39	36	67	84	62	66	66
chr20	53579627	53579803	RUNX_peak_1416	0	.	15	16	19	9	38	35	6	15
chr20	53622499	53622678	RUNX_peak_1417	0	.	13	11	25	6	30	11	16	24
chr20	53643025	53643087	RUNX_peak_1418	0	.	15	7	6	12	15	12	9	4
chr20	53830282	53830583	RUNX_peak_1419	0	.	12	25	6	30	45	31	29	38
chr20	53839634	53839921	RUNX_peak_1420	0	.	27	45	25	18	33	11	44	33
chr20	53847481	53847710	RUNX_peak_1421	0	.	21	15	36	21	40	35	15	20
chr20	53934631	53934832	RUNX_peak_1422	0	.	23	10	19	15	31	20	23	25
chr20	56722204	56722389	RUNX_peak_1423	0	.	25	52	14	14	33	51	44	22
chr20	57450422	57450727	RUNX_peak_1424	0	.	29	39	44	51	65	68	44	54
chr20	59004769	59005033	RUNX_peak_1425	0	.	23	36	30	42	50	18	36	35
chr20	59005035	59005112	RUNX_peak_1426	0	.	11	20	13	8	15	13	16	18
chr20	59722634	59723340	RUNX_peak_1427	0	.	140	139	130	130	187	146	145	145
chr20	62603637	62603930	RUNX_peak_1428	0	.	72	77	42	44	97	86	70	68
chr20	62728232	62728680	RUNX_peak_1429	0	.	50	82	44	75	140	94	78	74
chr20	63567761	63568045	RUNX_peak_1430	0	.	68	94	60	65	107	67	70	63
chr21	15333991	15334262	RUNX_peak_1431	0	.	24	45	17	31	46	46	36	22
chr21	19999743	20000324	RUNX_peak_1432	0	.	104	120	58	81	134	122	59	94
chr21	21029141	21029661	RUNX_peak_1433	0	.	88	72	30	78	73	77	77	69
chr21	21051532	21051853	RUNX_peak_1434	0	.	35	37	39	32	60	39	34	36
chr21	25171568	25171972	RUNX_peak_1435	0	.	75	132	59	105	137	92	140	95
chr21	25298535	25298929	RUNX_peak_1436	0	.	51	101	22	70	81	112	78	115
chr21	26943910	26944377	RUNX_peak_1437	0	.	43	48	50	57	76	63	75	54
chr21	29073668	29073984	RUNX_peak_1438	0	.	53	82	54	47	73	89	70	62
chr21	33198597	33199140	RUNX_peak_1439	0	.	93	86	61	53	130	109	62	66
chr21	33215534	33216638	RUNX_peak_1440	0	.	135	190	149	197	257	186	157	229
chr21	33383380	33383702	RUNX_peak_1441	0	.	24	35	20	23	54	53	48	75
chr21	34865484	34866240	RUNX_peak_1442	0	.	186	185	131	147	262	194	145	196
chr21	34882458	34882992	RUNX_peak_1443	0	.	38	43	45	57	66	54	48	31
chr21	34887807	34888504	RUNX_peak_1444	0	.	80	102	93	109	103	92	100	65
chr21	34908087	34908813	RUNX_peak_1445	0	.	127	118	104	143	172	144	134	144
chr21	35026673	35027236	RUNX_peak_1446	0	.	108	133	108	117	198	148	111	129
chr21	35048948	35049316	RUNX_peak_1447	0	.	48	74	56	60	94	91	66	57
chr21	35475823	35476154	RUNX_peak_1448	0	.	30	40	46	39	108	84	35	68
chr21	35478543	35478962	RUNX_peak_1449	0	.	40	38	32	39	54	73	45	34
chr21	35564162	35564455	RUNX_peak_1450	0	.	21	65	45	60	68	65	33	62
chr21	37072863	37073286	RUNX_peak_1451	0	.	49	38	38	42	50	57	32	30
chr21	38968744	38969244	RUNX_peak_1452	0	.	19	38	46	52	54	40	33	50
chr21	38984903	38985691	RUNX_peak_1453	0	.	155	157	122	127	176	159	136	146
chr21	39016987	39017341	RUNX_peak_1454	0	.	46	64	40	61	101	118	65	67
chr21	39370200	39370939	RUNX_peak_1455	0	.	50	90	77	93	85	97	80	98
chr21	43728536	43728792	RUNX_peak_1456	0	.	27	43	37	43	56	20	35	35
chr21	44353390	44353751	RUNX_peak_1457	0	.	48	32	49	51	56	55	57	52
chr21	44881005	44881373	RUNX_peak_1458	0	.	33	30	23	28	52	39	61	52
chr21	44920735	44921040	RUNX_peak_1459	0	.	35	31	23	31	39	33	37	49
chr21	45109770	45110098	RUNX_peak_1460	0	.	52	64	42	63	96	73	68	44
chr22	17098530	17098906	RUNX_peak_1461	0	.	58	83	38	63	99	79	40	90
chr22	17106858	17107408	RUNX_peak_1462	0	.	69	128	108	117	154	139	95	84
chr22	17689523	17689864	RUNX_peak_1463	0	.	29	31	39	27	32	43	40	51
chr22	19576810	19577241	RUNX_peak_1464	0	.	52	36	50	48	74	61	47	35
chr22	22928789	22929170	RUNX_peak_1465	0	.	69	106	54	61	77	78	88	77
chr22	22935370	22936103	RUNX_peak_1466	0	.	126	120	87	81	120	77	89	96
chr22	23844427	23844588	RUNX_peak_1467	0	.	18	15	20	16	30	20	23	25
chr22	24510840	24511557	RUNX_peak_1468	0	.	62	59	62	95	117	126	89	90
chr22	26725249	26725471	RUNX_peak_1469	0	.	14	16	23	23	35	35	19	20
chr22	28674132	28674537	RUNX_peak_1470	0	.	92	121	47	80	133	116	91	117
chr22	28810563	28811053	RUNX_peak_1471	0	.	65	59	52	90	109	97	83	62
chr22	30266709	30267742	RUNX_peak_1472	0	.	158	115	172	164	254	155	161	123
chr22	30279359	30279719	RUNX_peak_1473	0	.	47	63	46	56	77	58	66	84
chr22	31917147	31917674	RUNX_peak_1474	0	.	49	83	47	66	85	75	51	42
chr22	35611939	35612504	RUNX_peak_1475	0	.	66	44	49	65	111	110	77	77
chr22	36331390	36331573	RUNX_peak_1476	0	.	16	27	20	21	23	28	22	13
chr22	36405617	36406139	RUNX_peak_1477	0	.	107	166	109	124	216	131	114	131
chr22	36467806	36468310	RUNX_peak_1478	0	.	78	111	76	104	126	114	122	113
chr22	36860895	36861154	RUNX_peak_1479	0	.	42	35	21	31	40	28	34	41
chr22	37279582	37279828	RUNX_peak_1480	0	.	24	57	21	30	51	27	37	49
chr22	37284800	37285292	RUNX_peak_1481	0	.	106	119	48	99	145	99	85	161
chr22	37307021	37307471	RUNX_peak_1482	0	.	68	67	61	68	123	92	63	64
chr22	37608538	37608935	RUNX_peak_1483	0	.	34	65	32	35	81	46	71	87
chr22	37677134	37677470	RUNX_peak_1484	0	.	59	49	48	45	59	68	54	49
chr22	39236457	39236726	RUNX_peak_1485	0	.	22	32	33	33	52	35	54	30
chr22	39412424	39412564	RUNX_peak_1486	0	.	7	24	11	16	28	23	13	8
chr22	39519936	39520360	RUNX_peak_1487	0	.	53	31	47	32	73	39	74	51
chr22	39520463	39520564	RUNX_peak_1488	0	.	19	19	12	13	33	20	44	23
chr22	39962539	39962814	RUNX_peak_1489	0	.	47	72	43	30	82	63	46	39
chr22	40435927	40436917	RUNX_peak_1490	0	.	110	158	97	143	170	184	164	148
chr22	40437118	40437439	RUNX_peak_1491	0	.	28	16	22	29	16	28	25	23
chr22	42079510	42079934	RUNX_peak_1492	0	.	65	52	39	43	58	70	49	53
chr22	42614718	42615169	RUNX_peak_1493	0	.	93	83	73	83	129	93	99	90
chr22	42769822	42770148	RUNX_peak_1494	0	.	168	140	56	32	117	52	70	106
chr22	42933682	42933791	RUNX_peak_1495	0	.	11	15	0	18	17	18	17	10
chr22	43129716	43130100	RUNX_peak_1496	0	.	50	51	40	45	67	85	60	81
chr22	43263972	43264185	RUNX_peak_1497	0	.	36	41	21	22	52	42	24	18
chr22	44172451	44172826	RUNX_peak_1498	0	.	42	83	63	70	95	91	65	101
chr22	45213206	45213549	RUNX_peak_1499	0	.	38	31	27	38	47	44	37	43
chr22	45226046	45226825	RUNX_peak_1500	0	.	108	136	109	142	215	152	137	111
chr22	45235199	45235495	RUNX_peak_1501	0	.	54	36	31	44	66	46	35	54
chr22	45584085	45584880	RUNX_peak_1502	0	.	49	36	95	73	81	59	94	83
chr22	45639010	45639222	RUNX_peak_1503	0	.	20	34	28	18	45	26	32	15
chr22	49502070	49502682	RUNX_peak_1504	0	.	66	83	93	92	105	85	69	68
chr22	49525925	49526510	RUNX_peak_1505	0	.	114	149	71	68	138	95	107	90
chr22	49853007	49853568	RUNX_peak_1506	0	.	86	72	58	69	113	61	75	86
chr22	50539756	50540055	RUNX_peak_1507	0	.	35	38	21	26	87	62	20	25
chr3	2635804	2636020	RUNX_peak_1508	0	.	30	73	25	31	68	84	28	66
chr3	4752014	4752598	RUNX_peak_1509	0	.	82	77	44	70	74	67	82	76
chr3	4759430	4760237	RUNX_peak_1510	0	.	103	77	96	84	169	109	142	99
chr3	4831011	4831304	RUNX_peak_1511	0	.	47	60	68	67	71	72	56	59
chr3	4868603	4868798	RUNX_peak_1512	0	.	20	27	21	21	29	28	22	26
chr3	4977493	4978086	RUNX_peak_1513	0	.	56	44	52	65	53	69	55	52
chr3	4978885	4978893	RUNX_peak_1514	0	.	11	6	7	15	16	12	7	12
chr3	4979074	4979167	RUNX_peak_1515	0	.	17	22	3	7	11	16	8	16
chr3	4984126	4984281	RUNX_peak_1516	0	.	24	34	21	15	21	29	23	22
chr3	5011855	5012284	RUNX_peak_1517	0	.	43	46	35	41	51	24	33	46
chr3	9779931	9780556	RUNX_peak_1518	0	.	103	98	87	82	105	79	113	82
chr3	9792846	9793285	RUNX_peak_1519	0	.	64	65	43	28	57	38	47	58
chr3	11288957	11289317	RUNX_peak_1520	0	.	18	24	31	43	101	42	28	33
chr3	12187474	12188116	RUNX_peak_1521	0	.	88	76	89	104	152	115	81	85
chr3	12336243	12336418	RUNX_peak_1522	0	.	29	51	24	31	48	40	33	35
chr3	12350309	12350685	RUNX_peak_1523	0	.	43	58	52	52	86	71	58	68
chr3	12354158	12354311	RUNX_peak_1524	0	.	19	14	16	16	26	20	7	12
chr3	13009384	13009627	RUNX_peak_1525	0	.	50	88	57	40	70	78	63	56
chr3	13414095	13414831	RUNX_peak_1526	0	.	108	148	122	99	165	118	107	118
chr3	14178729	14179051	RUNX_peak_1527	0	.	41	65	32	26	65	45	45	43
chr3	14204910	14205049	RUNX_peak_1528	0	.	20	35	19	23	27	21	17	34
chr3	15271720	15272304	RUNX_peak_1529	0	.	69	107	69	116	167	104	73	72
chr3	15647677	15647946	RUNX_peak_1530	0	.	33	65	27	34	63	77	26	46
chr3	17905876	17906322	RUNX_peak_1531	0	.	73	71	66	114	126	84	72	55
chr3	17964161	17964398	RUNX_peak_1532	0	.	27	66	38	28	70	68	28	55
chr3	17982687	17984088	RUNX_peak_1533	0	.	259	271	242	292	439	371	257	350
chr3	18422948	18423224	RUNX_peak_1534	0	.	24	31	33	33	34	25	31	36
chr3	18424905	18425050	RUNX_peak_1535	0	.	18	21	25	30	30	31	14	25
chr3	24678341	24678797	RUNX_peak_1536	0	.	85	113	79	89	149	136	85	95
chr3	25664941	25665466	RUNX_peak_1537	0	.	93	91	84	65	141	94	100	105
chr3	30180486	30180786	RUNX_peak_1538	0	.	25	40	29	20	50	43	16	16
chr3	30193792	30194064	RUNX_peak_1539	0	.	30	26	16	15	27	29	25	23
chr3	35745472	35745919	RUNX_peak_1540	0	.	31	50	78	76	90	55	31	55
chr3	36496851	36497023	RUNX_peak_1541	0	.	10	24	23	41	42	66	23	36
chr3	39147206	39147434	RUNX_peak_1542	0	.	23	34	10	23	35	16	30	29
chr3	39215782	39216580	RUNX_peak_1543	0	.	85	96	83	77	118	78	90	81
chr3	40971491	40971599	RUNX_peak_1544	0	.	16	8	16	12	10	12	7	6
chr3	42600347	42600917	RUNX_peak_1545	0	.	67	82	54	59	110	80	59	65
chr3	44439839	44440365	RUNX_peak_1546	0	.	47	47	52	54	70	83	40	69
chr3	44967046	44967419	RUNX_peak_1547	0	.	54	58	44	72	66	116	36	67
chr3	46097967	46098145	RUNX_peak_1548	0	.	23	25	15	22	47	40	24	20
chr3	46098231	46098744	RUNX_peak_1549	0	.	82	89	68	97	148	113	62	113
chr3	46221310	46221503	RUNX_peak_1550	0	.	14	15	20	18	18	22	19	25
chr3	46222560	46222843	RUNX_peak_1551	0	.	19	12	12	37	30	13	32	21
chr3	46297621	46298432	RUNX_peak_1552	0	.	104	103	111	96	127	115	87	97
chr3	46349693	46350316	RUNX_peak_1553	0	.	76	88	93	100	130	76	69	77
chr3	46361196	46361875	RUNX_peak_1554	0	.	54	65	63	72	83	67	68	86
chr3	47347330	47347591	RUNX_peak_1555	0	.	62	36	50	64	54	54	36	51
chr3	48528644	48529254	RUNX_peak_1556	0	.	68	76	66	60	88	85	33	45
chr3	49007120	49007726	RUNX_peak_1557	0	.	84	71	62	80	110	46	91	86
chr3	49093821	49094389	RUNX_peak_1558	0	.	228	210	167	159	239	214	201	197
chr3	50601119	50601457	RUNX_peak_1559	0	.	66	69	65	66	144	91	58	84
chr3	52121313	52122170	RUNX_peak_1560	0	.	119	144	125	121	185	162	118	154
chr3	52225862	52226058	RUNX_peak_1561	0	.	23	22	18	13	11	16	20	29
chr3	52373059	52373370	RUNX_peak_1562	0	.	41	64	46	52	68	52	43	71
chr3	52498033	52499146	RUNX_peak_1563	0	.	219	284	215	226	393	280	203	248
chr3	52670931	52671181	RUNX_peak_1564	0	.	43	70	43	34	72	57	61	72
chr3	53170231	53170503	RUNX_peak_1565	0	.	51	60	60	50	65	56	59	77
chr3	57983888	57984071	RUNX_peak_1566	0	.	37	66	34	39	74	70	39	49
chr3	58334896	58335276	RUNX_peak_1567	0	.	47	40	53	50	69	38	56	79
chr3	58471583	58471669	RUNX_peak_1568	0	.	12	20	10	14	17	23	19	19
chr3	59985901	59986298	RUNX_peak_1569	0	.	54	69	42	36	66	40	42	49
chr3	71444129	71444842	RUNX_peak_1570	0	.	96	113	110	129	194	99	101	130
chr3	71547787	71547920	RUNX_peak_1571	0	.	13	11	14	17	22	26	14	9
chr3	72043116	72043567	RUNX_peak_1572	0	.	25	27	36	51	54	46	22	46
chr3	72100704	72100943	RUNX_peak_1573	0	.	30	50	28	37	31	39	33	46
chr3	72848650	72849123	RUNX_peak_1574	0	.	53	87	42	71	82	66	65	66
chr3	73093953	73094435	RUNX_peak_1575	0	.	17	15	33	41	45	25	30	14
chr3	75136241	75136927	RUNX_peak_1576	0	.	50	103	56	93	87	108	76	103
chr3	75144553	75144732	RUNX_peak_1577	0	.	21	61	26	36	57	57	34	51
chr3	76199476	76199956	RUNX_peak_1578	0	.	52	59	19	44	93	66	55	61
chr3	87997143	87997561	RUNX_peak_1579	0	.	44	65	22	30	68	67	63	47
chr3	94062983	94063240	RUNX_peak_1580	0	.	82	43	68	37	70	61	46	65
chr3	98778444	98778751	RUNX_peak_1581	0	.	24	27	25	18	39	35	30	37
chr3	100072168	100072822	RUNX_peak_1582	0	.	54	81	65	116	105	104	82	87
chr3	100073698	100074249	RUNX_peak_1583	0	.	77	97	43	82	93	89	81	104
chr3	100521199	100521575	RUNX_peak_1584	0	.	68	73	93	92	108	117	101	68
chr3	101898824	101899061	RUNX_peak_1585	0	.	26	39	10	24	47	44	31	40
chr3	106345519	106345591	RUNX_peak_1586	0	.	12	10	5	6	11	15	2	1
chr3	106386152	106386524	RUNX_peak_1587	0	.	27	74	22	50	74	96	31	55
chr3	112676868	112677169	RUNX_peak_1588	0	.	24	39	34	36	65	31	38	35
chr3	112767114	112767388	RUNX_peak_1589	0	.	26	58	22	40	69	41	42	36
chr3	122271380	122271994	RUNX_peak_1590	0	.	65	75	59	76	140	129	76	117
chr3	124784621	124784952	RUNX_peak_1591	0	.	33	28	31	34	57	36	41	58
chr3	125257419	125257802	RUNX_peak_1592	0	.	53	68	48	40	64	69	70	54
chr3	126530135	126530422	RUNX_peak_1593	0	.	33	75	50	49	66	59	40	55
chr3	126911539	126911887	RUNX_peak_1594	0	.	35	68	43	26	82	68	46	42
chr3	127770949	127771005	RUNX_peak_1595	0	.	4	12	4	8	17	16	7	10
chr3	128603514	128604120	RUNX_peak_1596	0	.	117	206	157	160	271	210	143	143
chr3	128674736	128674962	RUNX_peak_1597	0	.	40	32	23	29	59	46	26	32
chr3	128845815	128846306	RUNX_peak_1598	0	.	71	110	46	95	111	99	88	104
chr3	129123747	129123957	RUNX_peak_1599	0	.	27	47	12	21	42	35	17	29
chr3	129230541	129230806	RUNX_peak_1600	0	.	20	15	26	36	36	16	17	24
chr3	136196865	136196996	RUNX_peak_1601	0	.	16	27	22	16	36	26	20	23
chr3	138174751	138174982	RUNX_peak_1602	0	.	29	41	32	34	57	53	28	43
chr3	138891068	138891331	RUNX_peak_1603	0	.	21	22	25	17	33	15	19	35
chr3	139389482	139389753	RUNX_peak_1604	0	.	49	75	30	32	49	50	49	54
chr3	151169507	151170307	RUNX_peak_1605	0	.	141	140	111	156	241	184	103	155
chr3	152205244	152205344	RUNX_peak_1606	0	.	8	5	1	12	14	12	4	10
chr3	156664166	156664469	RUNX_peak_1607	0	.	26	31	23	28	27	58	25	33
chr3	156816917	156817256	RUNX_peak_1608	0	.	199	229	138	93	168	130	153	170
chr3	157174904	157175070	RUNX_peak_1609	0	.	30	23	25	24	21	27	28	28
chr3	158355951	158356231	RUNX_peak_1610	0	.	36	28	20	33	39	55	38	41
chr3	160399216	160399345	RUNX_peak_1611	0	.	16	28	21	11	46	25	18	31
chr3	167162076	167162440	RUNX_peak_1612	0	.	31	38	42	66	96	64	45	59
chr3	169966672	169967023	RUNX_peak_1613	0	.	80	82	51	54	72	60	59	67
chr3	170128626	170129045	RUNX_peak_1614	0	.	49	55	70	74	88	66	46	81
chr3	170356585	170357596	RUNX_peak_1615	0	.	206	226	142	120	218	163	167	197
chr3	171984865	171985349	RUNX_peak_1616	0	.	64	85	39	55	106	105	83	79
chr3	172061960	172062271	RUNX_peak_1617	0	.	26	47	33	41	35	54	37	33
chr3	172074639	172074888	RUNX_peak_1618	0	.	48	40	15	54	65	41	49	51
chr3	172129868	172130726	RUNX_peak_1619	0	.	80	139	154	155	218	205	108	151
chr3	177449674	177449901	RUNX_peak_1620	0	.	16	11	14	33	31	43	25	28
chr3	179147511	179147581	RUNX_peak_1621	0	.	5	1	5	5	7	13	14	7
chr3	180912672	180912959	RUNX_peak_1622	0	.	36	23	28	37	49	62	41	42
chr3	183877947	183878491	RUNX_peak_1623	0	.	34	59	63	41	87	73	34	54
chr3	184711373	184711667	RUNX_peak_1624	0	.	42	71	49	47	84	80	32	51
chr3	186151353	186151531	RUNX_peak_1625	0	.	18	11	15	24	33	24	20	12
chr3	187777275	187777709	RUNX_peak_1626	0	.	45	38	35	52	87	68	37	56
chr3	188796104	188796519	RUNX_peak_1627	0	.	42	69	44	51	84	81	49	59
chr3	189389447	189389631	RUNX_peak_1628	0	.	17	27	6	14	35	43	16	9
chr3	192957647	192957846	RUNX_peak_1629	0	.	18	17	14	16	43	36	19	21
chr3	194488152	194488432	RUNX_peak_1630	0	.	32	38	40	32	87	45	40	69
chr3	194583793	194584193	RUNX_peak_1631	0	.	75	160	60	78	98	84	99	92
chr3	195002630	195003496	RUNX_peak_1632	0	.	101	89	118	84	130	166	103	149
chr3	196632088	196632807	RUNX_peak_1633	0	.	186	174	177	159	284	281	239	193
chr3	196688232	196688410	RUNX_peak_1634	0	.	22	30	19	24	39	28	19	38
chr4	2413088	2413394	RUNX_peak_1635	0	.	57	62	33	37	65	52	32	38
chr4	2963020	2963577	RUNX_peak_1636	0	.	162	172	132	117	254	175	149	142
