Chr	start	stop	V4	V5	V6	M24C1_MYC	M24C2_MYC	M24D1_MYC	M24D2_MYC	M24G1_MYC	M24G2_MYC	M24Q1_MYC	M24Q2_MYC
chr1	28647931	28648663	MYC_peak_337	0	.	103	110	126	159	100	189	86	165
chr1	28668753	28669987	MYC_peak_338	0	.	208	134	187	157	138	251	166	255
chr1	28736357	28738126	MYC_peak_339	0	.	347	250	454	471	360	482	419	549
chr1	28884875	28887146	MYC_peak_340	0	.	331	258	413	416	476	526	363	526
chr1	28913864	28915108	MYC_peak_341	0	.	99	120	135	135	165	268	123	126
chr1	29180948	29182272	MYC_peak_342	0	.	200	155	296	223	203	289	223	287
chr1	29230178	29231204	MYC_peak_343	0	.	137	142	212	192	202	235	153	262
chr1	30718569	30719475	MYC_peak_344	0	.	143	90	238	144	186	227	161	198
chr1	30754088	30754308	MYC_peak_345	0	.	5	7	13	15	16	27	7	19
chr1	30756156	30757919	MYC_peak_346	0	.	158	132	264	198	260	316	176	345
chr1	31064797	31066198	MYC_peak_347	0	.	349	206	387	424	394	539	322	464
chr1	31155117	31155816	MYC_peak_348	0	.	96	132	163	195	163	186	185	200
chr1	31296171	31297547	MYC_peak_349	0	.	128	91	201	200	158	256	152	285
chr1	31394510	31394987	MYC_peak_350	0	.	33	25	53	44	44	52	48	58
chr1	31482701	31483857	MYC_peak_351	0	.	122	122	195	164	133	247	105	161
chr1	31505474	31506544	MYC_peak_352	0	.	93	52	119	120	113	107	84	156
chr1	31523978	31524287	MYC_peak_353	0	.	21	24	21	24	32	58	18	52
chr1	31549241	31549612	MYC_peak_354	0	.	19	13	22	30	28	55	20	41
chr1	31624200	31624855	MYC_peak_355	0	.	30	48	61	61	36	85	59	74
chr1	31644558	31644837	MYC_peak_356	0	.	31	35	50	36	35	46	50	79
chr1	31788250	31788626	MYC_peak_357	0	.	64	43	62	60	61	71	44	89
chr1	31937731	31939396	MYC_peak_358	0	.	205	135	283	260	273	298	227	329
chr1	31944545	31944830	MYC_peak_359	0	.	5	19	16	5	20	23	26	27
chr1	31954421	31955110	MYC_peak_360	0	.	72	56	82	85	123	126	70	111
chr1	32013229	32014629	MYC_peak_361	0	.	150	116	238	202	239	229	206	260
chr1	32072542	32073227	MYC_peak_362	0	.	79	72	124	105	86	136	73	166
chr1	32100014	32100845	MYC_peak_363	0	.	95	81	145	135	116	144	128	132
chr1	32108107	32108751	MYC_peak_364	0	.	82	48	61	96	97	145	52	122
chr1	32179573	32180792	MYC_peak_365	0	.	378	279	545	378	443	591	365	576
chr1	32200505	32201144	MYC_peak_366	0	.	62	61	74	58	56	82	81	96
chr1	32205623	32205928	MYC_peak_367	0	.	19	5	32	37	15	37	22	29
chr1	32222146	32223108	MYC_peak_368	0	.	110	89	128	163	114	168	143	126
chr1	32291494	32292526	MYC_peak_369	0	.	106	107	140	112	151	146	141	168
chr1	32335370	32336229	MYC_peak_370	0	.	70	49	114	70	89	97	66	92
chr1	32350757	32351876	MYC_peak_371	0	.	180	124	200	200	189	248	171	229
chr1	32413889	32414454	MYC_peak_372	0	.	36	56	66	77	67	107	53	68
chr1	32627703	32628125	MYC_peak_373	0	.	31	17	58	46	61	88	38	68
chr1	32649814	32652115	MYC_peak_374	0	.	363	283	519	546	396	607	429	603
chr1	32816165	32818364	MYC_peak_375	0	.	415	359	713	514	563	877	467	632
chr1	33031822	33032081	MYC_peak_376	0	.	15	6	29	18	13	20	22	36
chr1	33035314	33037166	MYC_peak_377	0	.	284	262	458	421	462	545	351	656
chr1	33099495	33099952	MYC_peak_378	0	.	24	26	64	63	67	71	48	60
chr1	33127012	33127476	MYC_peak_379	0	.	41	30	58	49	52	80	43	72
chr1	33256620	33257194	MYC_peak_380	0	.	67	42	83	64	40	72	60	84
chr1	33349339	33350756	MYC_peak_381	0	.	301	270	393	383	286	425	370	475
chr1	33430609	33431754	MYC_peak_382	0	.	66	58	136	131	133	102	74	139
chr1	34859352	34860283	MYC_peak_383	0	.	194	123	252	204	225	287	229	254
chr1	34866122	34866570	MYC_peak_384	0	.	100	78	115	89	96	105	66	95
chr1	34918929	34919344	MYC_peak_385	0	.	48	30	44	30	36	62	43	59
chr1	34985002	34985552	MYC_peak_386	0	.	61	40	59	55	42	63	42	55
chr1	35031378	35031989	MYC_peak_387	0	.	44	88	100	56	77	96	69	83
chr1	35191773	35193680	MYC_peak_388	0	.	395	404	459	417	449	574	376	675
chr1	35268645	35269251	MYC_peak_389	0	.	73	77	96	84	93	101	105	166
chr1	35279104	35279856	MYC_peak_390	0	.	80	67	99	136	126	187	101	144
chr1	35557138	35558050	MYC_peak_391	0	.	146	138	185	138	184	219	172	224
chr1	35641206	35641974	MYC_peak_392	0	.	121	116	110	134	119	153	118	191
chr1	35718317	35719415	MYC_peak_393	0	.	109	82	203	130	173	223	156	140
chr1	35769412	35769935	MYC_peak_394	0	.	44	17	78	79	43	115	51	107
chr1	35798216	35798609	MYC_peak_395	0	.	34	21	28	28	31	46	35	49
chr1	35860584	35861252	MYC_peak_396	0	.	30	46	50	76	70	92	51	120
chr1	35930362	35931467	MYC_peak_397	0	.	120	102	226	154	156	211	130	271
chr1	36088585	36089711	MYC_peak_398	0	.	139	129	239	179	219	276	214	216
chr1	36122932	36124893	MYC_peak_399	0	.	321	267	460	458	437	615	381	580
chr1	36149266	36149395	MYC_peak_400	0	.	16	26	13	18	29	28	18	16
chr1	36149766	36150047	MYC_peak_401	0	.	25	23	44	42	33	54	32	23
chr1	36155684	36157301	MYC_peak_402	0	.	128	94	212	189	208	197	211	247
chr1	36161013	36162415	MYC_peak_403	0	.	148	150	256	226	198	234	164	322
chr1	36224026	36225254	MYC_peak_404	0	.	244	168	269	248	248	303	252	330
chr1	36385819	36387112	MYC_peak_405	0	.	89	84	135	130	115	172	123	200
chr1	36397289	36398243	MYC_peak_406	0	.	127	61	179	187	150	186	96	150
chr1	36400899	36401512	MYC_peak_407	0	.	75	79	92	104	98	137	116	142
chr1	36464034	36465082	MYC_peak_408	0	.	146	143	277	237	212	289	186	280
chr1	37474209	37475248	MYC_peak_409	0	.	116	82	142	118	120	163	110	158
chr1	37479336	37480193	MYC_peak_410	0	.	86	85	131	95	167	206	129	182
chr1	37514272	37515173	MYC_peak_411	0	.	139	109	149	149	178	190	121	225
chr1	37595165	37596212	MYC_peak_412	0	.	213	160	309	307	251	367	289	398
chr1	37689577	37690823	MYC_peak_413	0	.	108	159	251	242	206	276	175	271
chr1	37691516	37692794	MYC_peak_414	0	.	108	90	204	185	183	225	158	209
chr1	37793806	37794717	MYC_peak_415	0	.	64	38	68	83	85	105	104	113
chr1	37807125	37808805	MYC_peak_416	0	.	288	218	408	360	330	517	380	582
chr1	37859352	37860454	MYC_peak_417	0	.	343	256	520	434	378	552	427	560
chr1	37989172	37990287	MYC_peak_418	0	.	130	109	144	170	179	228	100	222
chr1	38004160	38004656	MYC_peak_419	0	.	19	14	44	17	26	57	44	59
chr1	38011597	38013310	MYC_peak_420	0	.	257	191	336	283	281	375	265	431
chr1	38859145	38860155	MYC_peak_421	0	.	100	86	104	129	111	172	140	163
chr1	38872633	38873292	MYC_peak_422	0	.	96	47	88	107	99	83	94	108
chr1	38873536	38873590	MYC_peak_423	0	.	4	4	11	10	7	16	12	4
chr1	38990888	38991641	MYC_peak_424	0	.	50	59	80	69	77	94	100	109
chr1	39026092	39026868	MYC_peak_425	0	.	86	88	127	139	92	184	119	143
chr1	39102896	39103235	MYC_peak_426	0	.	32	29	27	28	54	54	30	47
chr1	39215234	39215655	MYC_peak_427	0	.	44	23	52	37	38	50	41	46
chr1	39408650	39410011	MYC_peak_428	0	.	116	57	171	187	156	172	143	147
chr1	39508982	39509711	MYC_peak_429	0	.	49	46	66	50	34	95	62	63
chr1	39540685	39541276	MYC_peak_430	0	.	65	44	46	49	67	70	77	101
chr1	39574553	39575004	MYC_peak_431	0	.	14	14	32	30	41	58	53	49
chr1	39575621	39577147	MYC_peak_432	0	.	222	201	247	256	227	305	223	392
chr1	39738415	39739369	MYC_peak_433	0	.	64	56	66	78	69	75	46	65
chr1	39788610	39790293	MYC_peak_434	0	.	285	197	418	347	428	502	360	562
chr1	39798272	39800377	MYC_peak_435	0	.	214	154	257	221	265	346	195	317
chr1	39816844	39817754	MYC_peak_436	0	.	99	63	114	127	143	149	119	111
chr1	39875394	39876151	MYC_peak_437	0	.	57	40	42	49	78	87	58	50
chr1	39882510	39883550	MYC_peak_438	0	.	112	73	177	178	215	214	148	207
chr1	39901354	39902418	MYC_peak_439	0	.	131	60	184	147	122	161	114	149
chr1	39934102	39934857	MYC_peak_440	0	.	85	88	131	146	149	182	119	205
chr1	39954423	39955949	MYC_peak_441	0	.	171	95	297	220	227	293	226	369
chr1	39960178	39961372	MYC_peak_442	0	.	162	146	238	172	128	305	193	280
chr1	40039456	40041121	MYC_peak_443	0	.	175	176	309	273	267	372	223	343
chr1	40096361	40097643	MYC_peak_444	0	.	157	81	195	173	179	214	155	237
chr1	40130928	40131240	MYC_peak_445	0	.	22	14	27	27	27	58	18	37
chr1	40257736	40258692	MYC_peak_446	0	.	146	108	171	168	166	231	187	200
chr1	40315225	40315814	MYC_peak_447	0	.	33	30	62	66	60	60	61	57
chr1	40373692	40374864	MYC_peak_448	0	.	99	68	124	114	135	198	103	168
chr1	40449730	40450554	MYC_peak_449	0	.	117	82	188	128	163	137	108	193
chr1	40477008	40477781	MYC_peak_450	0	.	74	69	109	143	102	165	126	137
chr1	40531283	40531821	MYC_peak_451	0	.	19	21	39	39	65	81	43	49
chr1	40593407	40593802	MYC_peak_452	0	.	13	28	28	66	22	46	30	72
chr1	40691264	40692789	MYC_peak_453	0	.	357	226	514	392	394	493	375	553
chr1	40783381	40784094	MYC_peak_454	0	.	61	26	71	77	73	70	53	63
chr1	40860670	40860948	MYC_peak_455	0	.	20	11	19	35	17	39	19	25
chr1	40861433	40861456	MYC_peak_456	0	.	1	6	3	3	7	2	0	8
chr1	40861675	40862419	MYC_peak_457	0	.	45	43	65	71	81	46	83	107
chr1	40978917	40981335	MYC_peak_458	0	.	632	501	830	764	724	944	788	1127
chr1	41003631	41004130	MYC_peak_459	0	.	56	72	80	67	87	119	71	118
chr1	41053330	41053705	MYC_peak_460	0	.	30	27	38	53	37	89	43	75
chr1	41240985	41242800	MYC_peak_461	0	.	189	185	336	351	311	384	236	366
chr1	41496403	41496549	MYC_peak_462	0	.	32	12	11	26	14	26	29	24
chr1	41726962	41728179	MYC_peak_463	0	.	84	59	138	176	148	167	80	156
chr1	41728436	41729521	MYC_peak_464	0	.	132	84	216	175	165	229	180	184
chr1	41738913	41739904	MYC_peak_465	0	.	87	87	119	113	141	168	89	132
chr1	41740705	41741210	MYC_peak_466	0	.	42	30	42	44	56	57	39	73
chr1	41751554	41751736	MYC_peak_467	0	.	11	9	8	19	12	12	7	13
chr1	41803153	41803619	MYC_peak_468	0	.	26	58	41	51	64	67	32	69
chr1	42334158	42335727	MYC_peak_469	0	.	261	153	324	248	247	243	206	287
chr1	42455875	42457006	MYC_peak_470	0	.	234	151	254	217	189	230	180	299
chr1	42657606	42659084	MYC_peak_471	0	.	204	182	356	315	314	431	287	387
chr1	42680898	42684285	MYC_peak_472	0	.	846	615	1059	983	993	1188	992	1374
chr1	42766334	42766441	MYC_peak_473	0	.	10	2	7	6	3	5	4	10
chr1	42766613	42767809	MYC_peak_474	0	.	103	62	138	144	167	182	144	202
chr1	42817053	42817411	MYC_peak_475	0	.	45	23	73	45	42	42	32	60
chr1	42845660	42847280	MYC_peak_476	0	.	106	81	156	171	162	174	150	191
chr1	42924392	42924700	MYC_peak_477	0	.	29	28	37	62	34	66	26	33
chr1	42931314	42932442	MYC_peak_478	0	.	86	77	147	143	159	188	114	188
chr1	42935390	42935585	MYC_peak_479	0	.	28	12	21	41	17	15	22	27
chr1	42941328	42941697	MYC_peak_480	0	.	20	11	19	27	34	32	11	30
chr1	42957164	42957532	MYC_peak_481	0	.	21	13	32	42	14	36	34	29
chr1	42957746	42959247	MYC_peak_482	0	.	211	157	258	204	237	253	217	353
chr1	43171046	43171192	MYC_peak_483	0	.	6	8	21	19	7	28	15	8
chr1	43171382	43172598	MYC_peak_484	0	.	250	200	381	374	366	354	294	442
chr1	43358210	43359316	MYC_peak_485	0	.	77	104	137	158	139	172	117	170
chr1	43367120	43368561	MYC_peak_486	0	.	272	156	236	172	284	412	188	349
chr1	43381488	43382095	MYC_peak_487	0	.	33	43	77	58	68	75	53	108
chr1	43389515	43390206	MYC_peak_488	0	.	49	65	60	92	74	125	80	121
chr1	43650554	43650676	MYC_peak_489	0	.	8	1	3	6	11	14	5	5
chr1	43706863	43708193	MYC_peak_490	0	.	259	185	403	309	284	396	271	411
chr1	43834383	43835125	MYC_peak_491	0	.	100	65	157	154	210	204	105	153
chr1	43853667	43853812	MYC_peak_492	0	.	9	1	7	9	13	13	7	9
chr1	43946239	43947098	MYC_peak_493	0	.	193	129	240	259	222	305	196	327
chr1	43969738	43970697	MYC_peak_494	0	.	106	131	205	247	153	258	170	275
chr1	43974203	43975777	MYC_peak_495	0	.	183	161	242	241	234	225	210	290
chr1	43978046	43978820	MYC_peak_496	0	.	25	40	54	74	52	28	42	70
chr1	43979094	43980724	MYC_peak_497	0	.	160	159	301	261	271	354	197	311
chr1	43980767	43980874	MYC_peak_498	0	.	5	6	13	20	14	21	14	14
chr1	43991343	43991830	MYC_peak_499	0	.	42	57	94	64	83	71	58	108
chr1	44029800	44030951	MYC_peak_500	0	.	122	113	244	214	195	306	148	273
chr1	44354632	44355458	MYC_peak_501	0	.	114	63	142	128	124	99	106	178
chr1	44631384	44632796	MYC_peak_502	0	.	466	431	650	580	569	738	549	718
chr1	44672607	44672852	MYC_peak_503	0	.	22	12	18	23	12	19	11	14
chr1	44674191	44674561	MYC_peak_504	0	.	82	55	83	84	116	145	90	132
chr1	44721572	44723500	MYC_peak_505	0	.	206	173	237	256	271	298	266	345
chr1	44723786	44723990	MYC_peak_506	0	.	12	8	12	21	24	33	12	29
chr1	44724425	44724899	MYC_peak_507	0	.	39	15	49	32	35	31	34	50
chr1	44730703	44731335	MYC_peak_508	0	.	48	43	75	64	111	102	40	102
chr1	44739276	44740131	MYC_peak_509	0	.	56	42	94	94	60	100	86	97
chr1	44774382	44778024	MYC_peak_510	0	.	739	622	1081	878	890	1081	866	1334
chr1	44785775	44787147	MYC_peak_511	0	.	272	202	441	385	308	424	387	562
chr1	44799458	44800777	MYC_peak_512	0	.	292	256	356	362	345	556	288	483
chr1	44807251	44808221	MYC_peak_513	0	.	121	143	165	170	173	279	130	212
chr1	44809614	44809932	MYC_peak_514	0	.	23	14	22	11	24	33	32	36
chr1	44813592	44814377	MYC_peak_515	0	.	189	165	209	202	173	304	182	335
chr1	44819979	44820294	MYC_peak_516	0	.	56	54	55	54	51	41	29	42
chr1	44985635	44986859	MYC_peak_517	0	.	202	153	307	265	292	309	201	348
chr1	45010920	45011383	MYC_peak_518	0	.	49	34	78	68	61	94	75	90
chr1	45303537	45304359	MYC_peak_519	0	.	152	103	198	214	155	256	215	268
chr1	45326234	45328393	MYC_peak_520	0	.	395	336	553	496	484	599	436	673
chr1	45339675	45341151	MYC_peak_521	0	.	242	178	416	349	330	420	296	418
chr1	45393704	45394514	MYC_peak_522	0	.	86	73	103	110	100	130	117	182
chr1	45500271	45500928	MYC_peak_523	0	.	67	40	156	115	118	127	89	137
chr1	45521132	45522206	MYC_peak_524	0	.	179	183	214	159	210	277	229	312
chr1	45542897	45543104	MYC_peak_525	0	.	22	9	13	14	16	22	7	12
chr1	45543119	45544419	MYC_peak_526	0	.	106	137	144	136	168	227	83	172
chr1	45550066	45551408	MYC_peak_527	0	.	428	327	621	566	536	637	539	796
chr1	45583659	45584968	MYC_peak_528	0	.	153	124	219	214	248	239	199	282
chr1	45585770	45586589	MYC_peak_529	0	.	74	31	55	79	80	86	67	78
chr1	45685987	45688912	MYC_peak_530	0	.	533	375	782	696	600	868	610	874
chr1	45750288	45751027	MYC_peak_531	0	.	51	63	97	91	94	127	75	91
chr1	45802449	45803908	MYC_peak_532	0	.	176	186	212	218	210	286	237	312
chr1	46132139	46133066	MYC_peak_533	0	.	95	85	135	170	165	175	144	187
chr1	46198239	46198688	MYC_peak_534	0	.	62	27	67	63	43	69	44	62
chr1	46246855	46247428	MYC_peak_535	0	.	79	52	80	62	89	116	74	148
chr1	46247764	46248061	MYC_peak_536	0	.	26	13	24	25	29	47	16	26
chr1	46302300	46304045	MYC_peak_537	0	.	324	283	443	439	404	541	335	504
chr1	46340037	46341297	MYC_peak_538	0	.	214	153	262	290	300	281	249	383
chr1	46373902	46374237	MYC_peak_539	0	.	20	18	44	45	57	45	17	43
chr1	46394173	46394532	MYC_peak_540	0	.	59	50	64	42	44	78	57	80
chr1	46402094	46402547	MYC_peak_541	0	.	41	27	28	45	55	49	57	47
chr1	46442233	46442847	MYC_peak_542	0	.	41	31	66	59	70	76	59	50
chr1	46587072	46587644	MYC_peak_543	0	.	75	54	84	96	92	130	74	133
chr1	46595352	46595503	MYC_peak_544	0	.	22	16	16	31	21	43	25	32
chr1	46616350	46617029	MYC_peak_545	0	.	64	62	100	54	120	96	90	126
chr1	46718694	46719414	MYC_peak_546	0	.	87	88	109	115	105	162	97	155
chr1	47313753	47314363	MYC_peak_547	0	.	27	48	58	105	37	110	39	66
chr1	47333242	47334781	MYC_peak_548	0	.	195	135	266	221	229	326	194	325
chr1	47437211	47438046	MYC_peak_549	0	.	62	30	69	69	69	74	64	101
chr1	50959523	50960712	MYC_peak_550	0	.	198	129	301	257	238	318	128	357
chr1	51236093	51236500	MYC_peak_551	0	.	46	25	32	45	58	43	42	42
chr1	51518222	51519317	MYC_peak_552	0	.	106	76	139	102	132	153	92	134
chr1	51729142	51730061	MYC_peak_553	0	.	196	112	243	171	168	228	221	251
chr1	51878167	51879414	MYC_peak_554	0	.	155	121	190	213	193	225	187	258
chr1	52032833	52033856	MYC_peak_555	0	.	164	146	236	193	256	229	186	312
chr1	52054764	52057340	MYC_peak_556	0	.	562	384	751	588	617	797	581	800
chr1	52141885	52142601	MYC_peak_557	0	.	76	24	113	71	89	96	86	118
chr1	52365724	52366500	MYC_peak_558	0	.	69	62	115	103	70	140	67	114
chr1	52403856	52404398	MYC_peak_559	0	.	54	30	73	62	54	72	46	89
chr1	52552561	52553056	MYC_peak_560	0	.	42	42	58	49	32	48	44	63
chr1	52553192	52553253	MYC_peak_561	0	.	8	3	7	5	5	9	6	6
chr1	52632568	52634211	MYC_peak_562	0	.	130	148	219	245	213	272	194	327
chr1	52636832	52637836	MYC_peak_563	0	.	132	87	128	137	180	225	127	206
chr1	52697332	52698963	MYC_peak_564	0	.	383	326	547	414	514	611	430	560
chr1	52703007	52703755	MYC_peak_565	0	.	116	117	220	183	184	226	133	254
chr1	52706742	52707547	MYC_peak_566	0	.	55	54	56	71	93	134	83	100
chr1	52726515	52726802	MYC_peak_567	0	.	22	19	21	20	19	29	18	38
chr1	52842480	52843486	MYC_peak_568	0	.	92	123	164	119	149	207	134	179
chr1	52927195	52927573	MYC_peak_569	0	.	38	22	61	34	50	54	44	60
chr1	53110172	53110727	MYC_peak_570	0	.	53	50	27	57	90	92	37	43
chr1	53196370	53197160	MYC_peak_571	0	.	59	41	133	114	80	122	63	102
chr1	53220046	53220952	MYC_peak_572	0	.	215	138	265	148	237	266	232	357
chr1	53325510	53328964	MYC_peak_573	0	.	593	556	992	708	837	994	691	961
chr1	53837218	53838636	MYC_peak_574	0	.	317	247	549	435	418	481	324	538
chr1	53945372	53946376	MYC_peak_575	0	.	95	68	131	101	91	137	101	130
chr1	54053095	54053793	MYC_peak_576	0	.	43	70	99	88	73	125	84	125
chr1	54199821	54200691	MYC_peak_577	0	.	120	90	143	186	151	200	91	129
chr1	54488133	54488633	MYC_peak_578	0	.	53	59	72	85	74	83	100	96
chr1	54542187	54543393	MYC_peak_579	0	.	130	103	242	186	170	215	153	214
chr1	54715732	54716447	MYC_peak_580	0	.	151	112	164	158	171	207	161	195
chr1	54763936	54764764	MYC_peak_581	0	.	113	79	131	92	154	178	124	133
chr1	54886641	54887386	MYC_peak_582	0	.	72	46	101	92	52	145	99	150
chr1	54971286	54971633	MYC_peak_583	0	.	34	27	44	47	62	62	38	50
chr1	55213931	55214347	MYC_peak_584	0	.	40	39	40	38	20	34	25	42
chr1	55214614	55215895	MYC_peak_585	0	.	165	125	164	142	123	219	140	196
chr1	58545921	58546751	MYC_peak_586	0	.	135	110	199	189	200	217	172	200
chr1	58699521	58700022	MYC_peak_587	0	.	18	20	58	43	31	69	24	23
chr1	58755343	58755809	MYC_peak_588	0	.	35	56	40	75	41	84	32	78
chr1	58784265	58784564	MYC_peak_589	0	.	26	10	21	34	33	46	26	24
chr1	58816248	58816672	MYC_peak_590	0	.	34	20	44	59	49	43	47	60
chr1	58903537	58904132	MYC_peak_591	0	.	42	55	80	65	93	122	60	62
chr1	59296688	59297390	MYC_peak_592	0	.	65	66	74	93	122	118	70	116
chr1	61076891	61077527	MYC_peak_593	0	.	86	53	78	96	113	113	75	108
chr1	61604430	61604833	MYC_peak_594	0	.	15	16	39	56	42	57	29	43
chr1	61612567	61613383	MYC_peak_595	0	.	49	45	75	107	87	110	92	121
chr1	61724762	61725488	MYC_peak_596	0	.	76	45	85	96	128	121	65	87
chr1	62435968	62438139	MYC_peak_597	0	.	297	221	458	342	406	455	330	529
chr1	62688135	62688440	MYC_peak_598	0	.	36	7	36	40	38	57	34	35
chr1	62783864	62784349	MYC_peak_599	0	.	35	44	50	50	45	50	51	75
chr1	63367570	63367994	MYC_peak_600	0	.	28	29	65	39	59	91	30	35
chr1	63593278	63594024	MYC_peak_601	0	.	56	40	114	76	78	113	101	114
chr1	64320469	64321219	MYC_peak_602	0	.	205	149	246	216	185	265	192	242
chr1	65066648	65068635	MYC_peak_603	0	.	306	224	341	307	295	438	304	463
chr1	65147623	65148134	MYC_peak_604	0	.	30	22	38	35	35	41	37	28
chr1	65148467	65148987	MYC_peak_605	0	.	34	24	65	50	55	83	64	58
chr1	65163139	65163575	MYC_peak_606	0	.	28	26	16	45	52	74	17	61
chr1	65170323	65170892	MYC_peak_607	0	.	29	16	23	40	47	64	26	24
chr1	65420598	65421041	MYC_peak_608	0	.	48	35	57	67	61	50	50	71
chr1	66393280	66393789	MYC_peak_609	0	.	25	28	60	66	44	67	42	83
chr1	66752751	66753279	MYC_peak_610	0	.	70	34	70	88	49	101	53	77
chr1	66924644	66925597	MYC_peak_611	0	.	78	102	149	162	115	183	150	198
chr1	66929980	66930653	MYC_peak_612	0	.	53	49	132	79	96	94	89	168
chr1	67053726	67054490	MYC_peak_613	0	.	100	75	97	78	152	171	122	185
chr1	67307390	67307905	MYC_peak_614	0	.	22	16	59	72	32	44	48	38
chr1	67427360	67431686	MYC_peak_615	0	.	887	832	1395	1297	1233	1523	1320	1653
chr1	68496799	68497182	MYC_peak_616	0	.	26	24	62	48	52	44	62	58
chr1	70205389	70206051	MYC_peak_617	0	.	98	100	113	138	125	176	89	210
chr1	70221041	70222281	MYC_peak_618	0	.	149	115	232	192	239	266	214	334
chr1	70354204	70355001	MYC_peak_619	0	.	58	47	111	98	87	102	94	144
chr1	70411000	70411765	MYC_peak_620	0	.	42	46	70	63	70	115	95	74
chr1	71080259	71081369	MYC_peak_621	0	.	92	60	167	117	129	225	125	254
chr1	72283481	72283804	MYC_peak_622	0	.	31	16	13	16	33	30	19	22
chr1	74732903	74733824	MYC_peak_623	0	.	111	81	164	115	114	181	111	149
chr1	75724071	75725056	MYC_peak_624	0	.	157	96	187	188	153	226	160	231
chr1	75785827	75787206	MYC_peak_625	0	.	175	149	209	173	225	202	178	244
chr1	77048154	77048577	MYC_peak_626	0	.	28	54	46	14	45	64	40	60
chr1	77415350	77415984	MYC_peak_627	0	.	149	127	193	152	133	217	169	226
chr1	77682199	77683778	MYC_peak_628	0	.	476	493	787	634	589	816	524	756
chr1	77759285	77759756	MYC_peak_629	0	.	37	20	35	29	23	42	49	46
chr1	77779625	77779986	MYC_peak_630	0	.	18	13	33	25	41	36	29	34
chr1	77926647	77927150	MYC_peak_631	0	.	41	38	32	48	51	74	26	73
chr1	77978239	77980406	MYC_peak_632	0	.	345	262	527	435	418	561	410	636
chr1	84144161	84144526	MYC_peak_633	0	.	25	18	43	40	16	30	31	48
chr1	84298274	84299352	MYC_peak_634	0	.	213	147	295	240	223	326	216	272
chr1	84479197	84479997	MYC_peak_635	0	.	131	131	215	161	142	198	157	248
chr1	84505462	84506905	MYC_peak_636	0	.	193	175	333	254	293	342	267	396
chr1	84620622	84621116	MYC_peak_637	0	.	61	50	55	60	57	77	41	86
chr1	84689930	84691315	MYC_peak_638	0	.	161	122	228	180	210	274	190	330
chr1	84699835	84700560	MYC_peak_639	0	.	54	72	51	53	74	99	77	147
chr1	84996725	84997546	MYC_peak_640	0	.	77	52	133	84	144	111	112	133
chr1	85707810	85708524	MYC_peak_641	0	.	96	99	146	125	114	132	93	192
chr1	86704312	86705235	MYC_peak_642	0	.	98	54	139	100	79	130	110	168
chr1	86913574	86915764	MYC_peak_643	0	.	306	180	353	307	307	501	289	404
chr1	87151425	87152359	MYC_peak_644	0	.	87	90	152	152	163	188	124	224
chr1	87176915	87177058	MYC_peak_645	0	.	6	3	13	8	10	23	5	17
chr1	87180432	87180854	MYC_peak_646	0	.	16	13	40	36	30	29	41	63
chr1	87328478	87329363	MYC_peak_647	0	.	129	80	200	154	163	205	117	212
chr1	87335229	87335679	MYC_peak_648	0	.	111	53	91	63	78	121	58	80
chr1	88683679	88684569	MYC_peak_649	0	.	56	49	135	159	117	168	122	167
chr1	88891291	88891720	MYC_peak_650	0	.	40	61	42	48	61	82	38	84
chr1	88992476	88993077	MYC_peak_651	0	.	53	59	80	61	77	120	81	88
chr1	89523686	89525547	MYC_peak_652	0	.	421	318	711	616	478	681	509	715
chr1	89632712	89633749	MYC_peak_653	0	.	111	88	149	106	130	120	142	155
chr1	89754005	89754659	MYC_peak_654	0	.	53	48	26	39	63	79	29	55
chr1	89757719	89758221	MYC_peak_655	0	.	36	25	51	43	79	80	28	40
chr1	89820148	89821977	MYC_peak_656	0	.	231	177	375	297	241	333	288	411
chr1	89822285	89822489	MYC_peak_657	0	.	9	16	15	37	28	28	20	17
chr1	89822822	89823449	MYC_peak_658	0	.	59	73	80	97	90	138	55	110
chr1	89823534	89823596	MYC_peak_659	0	.	4	5	11	11	10	10	3	9
chr1	89843008	89844307	MYC_peak_660	0	.	296	195	368	378	282	418	274	468
chr1	89994663	89995656	MYC_peak_661	0	.	144	116	215	220	189	214	143	237
chr1	91021462	91022629	MYC_peak_662	0	.	155	129	197	177	271	292	191	340
chr1	91500559	91502096	MYC_peak_663	0	.	103	83	283	260	182	266	203	267
chr1	92298480	92299053	MYC_peak_664	0	.	79	60	82	78	89	154	121	99
chr1	92485446	92487576	MYC_peak_665	0	.	245	158	360	393	260	490	330	460
chr1	92784571	92786077	MYC_peak_666	0	.	179	132	279	272	237	323	272	304
chr1	92831805	92833586	MYC_peak_667	0	.	563	461	706	597	685	952	709	987
chr1	93078895	93079567	MYC_peak_668	0	.	89	66	98	100	141	142	86	150
chr1	93179654	93181154	MYC_peak_669	0	.	205	173	358	317	386	368	295	342
